TokenPattern	PatternLength
class-block-function-block-block_content-expr_stmt-expr-specifier	65
expr_stmt-expr-block-for-block-block_content-import-name-operator	65
catch-block-block_content-decl_stmt-decl-init-expr-call-name-name	65
function-block-block_content-class-block-expr_stmt-expr-call-name	65
if_stmt-if-block-block_content-decl_stmt-decl-init-expr-name-name	65
function-block-block_content-enum-block-expr-block-expr-name-name	65
try-catch-block-block_content-expr_stmt-expr-block-expr-call-name	65
expr_stmt-expr-block-for-block-block_content-for-control-operator	65
function-block-block_content-for-control-init-decl-type-name-name	65
for-block-block_content-class-block-decl_stmt-decl-type-specifier	65
class-block-static-block-block_content-for-control-init-decl-name	65
class-block-static-block-block_content-for-control-incr-expr-name	65
class-block-function-block-block_content-function-annotation-name	65
decl_stmt-decl-block-block_content-expr_stmt-expr-block-expr-name	65
function-block-block_content-if_stmt-if-throws-argument-expr-name	65
function-block-block_content-class-block-enum-block-function-name	65
expr_stmt-expr-block-expr-throws-argument-expr-block-expr-literal	65
switch-block-block_content-block-block_content-expr_stmt-operator	65
for-control-for-block-block_content-decl_stmt-decl-name-name-name	65
try-expr_stmt-expr-call-argument_list-argument-expr-name-operator	65
class-block-function-parameter_list-parameter-decl-type-specifier	65
expr_stmt-expr-block-try-block-block_content-return-expr-operator	65
block-block_content-expr_stmt-expr-index-expr-block-expr-operator	65
expr_stmt-expr-block-block_content-expr_stmt-expr-block-expr-name	65
decl_stmt-decl-block-block_content-if_stmt-if-condition-expr-name	65
expr_stmt-expr-block-expr-call-argument_list-import-name-operator	65
expr_stmt-expr-block-expr-block-for-block-block_content-expr_stmt	65
class-block-class-block-expr_stmt-expr-block-expr-block-expr-name	65
catch-block-block_content-expr_stmt-expr-block-expr-name-operator	65
function-block-block_content-class-block-expr_stmt-expr-specifier	65
for-block-block_content-expr_stmt-expr-block-import-name-operator	65
class-block-constructor-block-block_content-package-name-operator	65
function-block-block_content-expr_stmt-expr-block-block-call-name	65
if_stmt-if-block-block_content-class-block-expr_stmt-expr-literal	65
expr_stmt-expr-block-expr-block-expr-throws-argument-expr-literal	65
for-expr_stmt-expr-block-call-argument_list-argument-expr-literal	65
class-block-class-annotation-argument_list-argument-expr-operator	65
if_stmt-else-block-block_content-decl_stmt-decl-init-expr-literal	65
expr_stmt-expr-block-expr-block-block_content-decl_stmt-decl-name	65
function-block-block_content-class-block-expr_stmt-expr-name-name	65
expr_stmt-expr-block-switch-block-block_content-case-expr-literal	65
constructor-block-block_content-expr_stmt-expr-call-argument_list	65
try-catch-block-block_content-expr_stmt-expr-block-expr-specifier	65
class-block-constructor-block-block_content-constructor-specifier	65
class-block-class-block-class-block-decl_stmt-decl-type-name-name	65
if_stmt-if-block-block_content-for-block-block_content-annotation	65
if_stmt-if-block-block_content-expr_stmt-expr-block-name-operator	65
decl_stmt-decl-throws-argument-expr-block-expr-call-name-operator	65
class-block-expr_stmt-expr-block-expr-block-return-expr-name-name	65
decl_stmt-decl-block-block_content-if_stmt-if-expr_stmt-expr-name	65
try-block-block_content-try-block-block_content-package-name-name	65
for-block-block_content-for-block-block_content-case-expr-literal	65
for-expr_stmt-expr-block-expr-block-expr-block-expr-name-operator	65
class-block-throw-expr-call-argument_list-argument-expr-name-name	65
class-block-expr_stmt-expr-block-expr-block-expr-block-expr-block	65
expr_stmt-expr-lambda-block-block_content-expr-call-argument_list	65
function-block-block_content-throws-argument-expr-block-expr-name	65
try-block-block_content-if_stmt-if-block-block_content-annotation	65
try-finally-block-block_content-expr_stmt-expr-call-name-operator	65
expr_stmt-expr-block-expr-block-try-block-block_content-expr_stmt	65
expr_stmt-expr-block-catch-block-block_content-expr_stmt-operator	65
function-block-block_content-while-block-block_content-annotation	65
class-block-class-block-expr_stmt-expr-block-import-name-operator	65
for-expr_stmt-expr-throws-argument-expr-block-expr-call-name-name	65
expr_stmt-expr-if_stmt-if-block-block_content-expr_stmt-expr-name	65
try-block-block_content-for-block-block_content-package-name-name	65
expr_stmt-expr-block-expr-block-block_content-expr_stmt-expr-name	65
expr_stmt-expr-block-while-block-block_content-expr_stmt-operator	65
constructor-block-block_content-class-block-package-name-operator	65
case-if_stmt-if-block-block_content-expr_stmt-expr-block-operator	65
decl_stmt-decl-throws-argument-expr-block-expr-call-argument_list	65
constructor-block-block_content-expr_stmt-expr-call-name-operator	65
expr_stmt-expr-block-expr-block-expr-ternary-then-expr-block-name	65
catch-block-block_content-expr_stmt-expr-block-expr-block-comment	65
for-block-block_content-class-block-decl_stmt-decl-type-name-name	65
for-block-block_content-expr_stmt-expr-ternary-then-expr-operator	65
expr_stmt-expr-block-expr-block-catch-block-block_content-comment	65
for-control-init-decl-block-block_content-expr_stmt-expr-operator	65
function-block-block_content-do-if_stmt-if-expr_stmt-expr-literal	65
try-block-block_content-expr_stmt-expr-block-expr-block-expr-name	65
expr_stmt-expr-block-expr-block-block-expr-block-import-name-name	65
for-block-block_content-for-control-init-decl-range-expr-operator	65
function-block-block_content-catch-block-block_content-annotation	65
expr_stmt-expr-block-try-block-block_content-expr_stmt-expr-block	65
for-expr_stmt-expr-call-argument_list-argument-expr-name-operator	65
function-block-block-block_content-expr_stmt-expr-block-expr-name	65
try-finally-block-block_content-expr_stmt-expr-call-argument_list	65
while-expr_stmt-expr-block-expr-block-synchronized-init-expr-name	65
function-block-block_content-enum-block-expr-block-expr-specifier	65
constructor-block-block_content-if_stmt-if-condition-expr-literal	65
class-block-expr_stmt-expr-block-expr-ternary-condition-expr-name	65
catch-block-block_content-if_stmt-if-condition-expr-name-operator	65
for-expr_stmt-expr-block-expr-block-expr-block-expr-block-comment	65
class-block-class-block-if_stmt-if-block-block_content-annotation	65
expr_stmt-expr-call-argument_list-try-block-block_content-comment	65
class-block-try-block-block_content-decl_stmt-decl-type-specifier	65
class-block-finally-block-block_content-class-block-function-name	65
for-expr_stmt-expr-block-if_stmt-if-condition-expr-call-name-name	65
if_stmt-if-block-block_content-try-block-block_content-annotation	65
enum-block-function-block-block_content-return-expr-name-operator	65
function-block-block_content-expr_stmt-expr-block-expr-block-name	65
for-block-block_content-if_stmt-if-block-block_content-annotation	65
class-block-for-block-block_content-decl_stmt-decl-type-name-name	65
expr_stmt-expr-block-return-expr-ternary-condition-expr-name-name	65
function-block-block_content-try-catch-block-block_content-return	65
function-block-block_content-switch-condition-expr-call-name-name	65
try-finally-block-block_content-if_stmt-if-condition-expr-literal	65
while-block-block_content-decl_stmt-decl-init-expr-call-name-name	65
expr_stmt-expr-block-if_stmt-if-block-block_content-function-name	65
block-block_content-expr_stmt-expr-ternary-condition-expr-literal	65
for-expr_stmt-expr-block-if_stmt-else-block-block_content-comment	65
do-if_stmt-else-block-block_content-expr_stmt-expr-call-name-name	65
expr_stmt-expr-block-expr-block-block-expr-ternary-then-expr-name	65
expr_stmt-expr-block-if_stmt-if-block-block_content-expr-operator	65
function-block-block_content-class-block-function-type-name-index	65
decl_stmt-decl-init-expr-ternary-then-expr-ternary-then-expr-name	65
decl_stmt-decl-init-expr-ternary-then-expr-ternary-else-expr-name	65
for-block-block_content-for-control-init-decl-init-expr-name-name	65
for-block-block_content-for-control-condition-expr-call-name-name	65
expr-name-argument_list-argument-name-argument_list-argument-name	65
expr_stmt-expr-block-return-expr-ternary-then-expr-call-name-name	65
class-block-try-catch-block-block_content-function-type-specifier	65
class-block-expr_stmt-expr-block-expr-ternary-else-expr-call-name	65
catch-block-block_content-expr_stmt-expr-block-call-name-operator	65
for-expr_stmt-expr-block-catch-parameter_list-parameter-decl-name	65
for-expr_stmt-expr-block-if_stmt-if-block-block_content-expr_stmt	65
finally-block-block_content-for-control-init-decl-range-expr-name	65
class-block-if_stmt-else-block-block_content-throw-expr-call-name	65
block-block_content-for-control-condition-expr-call-name-operator	65
block-block_content-for-control-condition-expr-call-argument_list	65
block-block_content-expr_stmt-expr-block-expr-class-argument_list	65
interface-block-class-block-try-block-block_content-function-name	65
catch-block-block_content-for-control-init-decl-init-expr-literal	65
expr_stmt-expr-block-expr-block-return-expr-block-expr-name-index	65
return-expr-block-expr-call-argument_list-argument-expr-name-name	65
class-block-expr_stmt-expr-call-argument_list-argument-expr-block	65
expr_stmt-expr-block-expr-block-ternary-then-expr-block-expr-name	65
expr_stmt-expr-block-expr-block-ternary-else-expr-block-expr-name	65
function-block-block_content-for-control-init-decl-type-specifier	65
finally-block-block_content-if_stmt-if-block-block_content-return	65
expr_stmt-expr-block-block_content-if_stmt-if-condition-expr-name	65
for-control-init-decl-block-block_content-function-type-specifier	65
function-block-block_content-if_stmt-if-return-expr-name-operator	65
try-catch-block-block_content-if_stmt-if-condition-expr-call-name	65
catch-block-block_content-return-expr-block-return-expr-name-name	65
expr_stmt-expr-block-expr-block-block_content-decl_stmt-decl-type	65
for-block-block_content-expr_stmt-expr-throws-argument-expr-block	65
block-block_content-class-block-decl_stmt-decl-init-expr-operator	65
try-block-block_content-expr_stmt-expr-block-expr-block-name-name	65
function-block-block_content-while-block-block_content-empty_stmt	65
for-catch-expr_stmt-expr-call-argument_list-argument-expr-literal	65
if_stmt-if-block-block_content-interface-block-function_decl-name	65
if_stmt-if-block-block_content-switch-block-block_content-default	65
for-expr_stmt-expr-block-expr-block-while-condition-expr-operator	65
function-block-block_content-expr_stmt-expr-block-expr-name-index	65
while-block-block_content-expr_stmt-expr-block-expr-name-operator	65
class-block-constructor-block-block_content-assert-expr-call-name	65
if_stmt-if-block-block_content-while-condition-expr-name-operator	65
expr_stmt-expr-if_stmt-if-block-block_content-throw-expr-operator	65
for-block-block_content-for-control-init-decl-type-name-name-name	65
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-block	65
expr_stmt-expr-throws-argument-expr-block-expr-block-expr-literal	65
expr_stmt-expr-call-argument_list-argument-expr-call-name-comment	65
constructor-block-block_content-class-block-constructor-specifier	65
while-block-block_content-if_stmt-if-condition-expr-name-operator	65
class-block-class-block-expr_stmt-expr-call-argument_list-comment	65
for-decl_stmt-decl-type-name-argument_list-argument-name-operator	65
class-block-class-block-class-block-expr_stmt-expr-call-name-name	65
for-block-block_content-expr_stmt-expr-block-name-index-expr-name	65
while-block-block_content-if_stmt-if-block-block_content-continue	65
import-block-block_content-decl_stmt-decl-init-expr-name-operator	65
class-block-if_stmt-else-block-block_content-return-expr-operator	65
class-block-for-block-block_content-decl_stmt-decl-type-specifier	65
if_stmt-if-block-block_content-return-expr-ternary-then-expr-name	65
class-block-constructor-block-block_content-class-annotation-name	65
function-block-block_content-function-block-block_content-default	65
for-control-init-decl-range-expr-name-argument_list-argument-name	65
case-expr_stmt-expr-block-if_stmt-if-condition-expr-name-operator	65
if_stmt-if-expr_stmt-expr-block-if_stmt-if-condition-expr-literal	65
case-while-block-block_content-for-block-block_content-annotation	65
expr_stmt-expr-block-block-expr-block-expr-block-return-expr-name	65
function-block-block_content-for-control-init-decl-init-expr-name	65
class-block-function-block-block_content-expr_stmt-expr-operator	64
expr_stmt-expr-block-for-block-block_content-expr_stmt-expr-name	64
if_stmt-if-block-block_content-expr_stmt-expr-call-name-operator	64
function-block-block_content-expr_stmt-expr-block-expr-call-name	64
function-block-block_content-interface-block-expr_stmt-expr-name	64
for-block-block_content-class-block-class-block-import-name-name	64
